business_category_id,locale,block,category,subcategory
"412","ru","Красота, спорт и восстановление","Персональные тренеры","Услуги для женщин"
"413","ru","Красота, спорт и восстановление","Персональные тренеры","Детские программы"
"414","ru","Красота, спорт и восстановление","Персональные тренеры","Выездное обслуживание"
"415","ru","Красота, спорт и восстановление","Персональные тренеры","Онлайн-формат"
"416","ru","Красота, спорт и восстановление","Йога и пилатес","Индивидуальная услуга"
"417","ru","Красота, спорт и восстановление","Йога и пилатес","Комплексная программа"
"418","ru","Красота, спорт и восстановление","Йога и пилатес","Экспресс-услуга"
"419","ru","Красота, спорт и восстановление","Йога и пилатес","Персональное сопровождение"
"420","ru","Красота, спорт и восстановление","Йога и пилатес","Групповые занятия"
"421","ru","Красота, спорт и восстановление","Йога и пилатес","Услуги для мужчин"
"422","ru","Красота, спорт и восстановление","Йога и пилатес","Услуги для женщин"
"423","ru","Красота, спорт и восстановление","Йога и пилатес","Детские программы"
"424","ru","Красота, спорт и восстановление","Йога и пилатес","Выездное обслуживание"
"425","ru","Красота, спорт и восстановление","Йога и пилатес","Онлайн-формат"
"426","ru","Красота, спорт и восстановление","Танцевальные студии","Индивидуальная услуга"
"427","ru","Красота, спорт и восстановление","Танцевальные студии","Комплексная программа"
"428","ru","Красота, спорт и восстановление","Танцевальные студии","Экспресс-услуга"
"429","ru","Красота, спорт и восстановление","Танцевальные студии","Персональное сопровождение"
"430","ru","Красота, спорт и восстановление","Танцевальные студии","Групповые занятия"
"431","ru","Красота, спорт и восстановление","Танцевальные студии","Услуги для мужчин"
"432","ru","Красота, спорт и восстановление","Танцевальные студии","Услуги для женщин"
"433","ru","Красота, спорт и восстановление","Танцевальные студии","Детские программы"
"434","ru","Красота, спорт и восстановление","Танцевальные студии","Выездное обслуживание"
"435","ru","Красота, спорт и восстановление","Танцевальные студии","Онлайн-формат"
"436","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Индивидуальная услуга"
"437","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Комплексная программа"
"438","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Экспресс-услуга"
"439","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Персональное сопровождение"
"440","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Групповые занятия"
"441","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Услуги для мужчин"
"442","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Услуги для женщин"
"443","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Детские программы"
"444","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Выездное обслуживание"
"445","ru","Красота, спорт и восстановление","Реабилитация и физиотерапия","Онлайн-формат"
"446","ru","Недвижимость, строительство и дом","Агентства недвижимости","Продажа жилой недвижимости"
"447","ru","Недвижимость, строительство и дом","Агентства недвижимости","Покупка жилой недвижимости"
"448","ru","Недвижимость, строительство и дом","Агентства недвижимости","Аренда жилой недвижимости"
"449","ru","Недвижимость, строительство и дом","Агентства недвижимости","Коммерческая недвижимость"
"450","ru","Недвижимость, строительство и дом","Агентства недвижимости","Новостройки"
"451","ru","Недвижимость, строительство и дом","Агентства недвижимости","Загородная недвижимость"
"452","ru","Недвижимость, строительство и дом","Агентства недвижимости","Земельные участки"
"453","ru","Недвижимость, строительство и дом","Агентства недвижимости","Инвестиционная недвижимость"
"454","ru","Недвижимость, строительство и дом","Агентства недвижимости","Международная недвижимость"
"455","ru","Недвижимость, строительство и дом","Агентства недвижимости","Элитная недвижимость"
"456","ru","Недвижимость, строительство и дом","Управление недвижимостью","Консультация и оценка"
"457","ru","Недвижимость, строительство и дом","Управление недвижимостью","Проектирование"
"458","ru","Недвижимость, строительство и дом","Управление недвижимостью","Монтаж"
"459","ru","Недвижимость, строительство и дом","Управление недвижимостью","Ремонт"
"460","ru","Недвижимость, строительство и дом","Управление недвижимостью","Реконструкция"
"461","ru","Недвижимость, строительство и дом","Управление недвижимостью","Техническое обслуживание"
"462","ru","Недвижимость, строительство и дом","Управление недвижимостью","Аварийный выезд"
"463","ru","Недвижимость, строительство и дом","Управление недвижимостью","Работы под ключ"
"464","ru","Недвижимость, строительство и дом","Управление недвижимостью","Жилые объекты"
"465","ru","Недвижимость, строительство и дом","Управление недвижимостью","Коммерческие объекты"
"466","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Консультация и оценка"
"467","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Проектирование"
"468","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Монтаж"
"469","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Ремонт"
"470","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Реконструкция"
"471","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Техническое обслуживание"
"472","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Аварийный выезд"
"473","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Работы под ключ"
"474","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Жилые объекты"
"475","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Коммерческие объекты"
"476","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Промышленные объекты"
"477","ru","Недвижимость, строительство и дом","Девелопмент и инвестиционные проекты","Авторский или технический надзор"
"478","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Консультация и оценка"
"479","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Проектирование"
"480","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Монтаж"
"481","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Ремонт"
"482","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Реконструкция"
"483","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Техническое обслуживание"
"484","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Аварийный выезд"
"485","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Работы под ключ"
"486","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Жилые объекты"
"487","ru","Недвижимость, строительство и дом","Генеральные строительные подрядчики","Коммерческие объекты"
"488","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Консультация и оценка"
"489","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Проектирование"
"490","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Монтаж"
"491","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Ремонт"
"492","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Реконструкция"
"493","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Техническое обслуживание"
"494","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Аварийный выезд"
"495","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Работы под ключ"
"496","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Жилые объекты"
"497","ru","Недвижимость, строительство и дом","Архитектура и проектирование","Коммерческие объекты"
"498","ru","Недвижимость, строительство и дом","Дизайн интерьера","Фирменный стиль"
"499","ru","Недвижимость, строительство и дом","Дизайн интерьера","Логотип"
"500","ru","Недвижимость, строительство и дом","Дизайн интерьера","Брендбук"
"501","ru","Недвижимость, строительство и дом","Дизайн интерьера","Графический дизайн"
"502","ru","Недвижимость, строительство и дом","Дизайн интерьера","Веб-дизайн"
"503","ru","Недвижимость, строительство и дом","Дизайн интерьера","Дизайн упаковки"
"504","ru","Недвижимость, строительство и дом","Дизайн интерьера","Рекламные материалы"
"505","ru","Недвижимость, строительство и дом","Дизайн интерьера","Презентации"
"506","ru","Недвижимость, строительство и дом","Дизайн интерьера","UX/UI-дизайн"
"507","ru","Недвижимость, строительство и дом","Дизайн интерьера","Консультация и оценка"
"508","ru","Недвижимость, строительство и дом","Ремонт и отделка","Консультация и оценка"
"509","ru","Недвижимость, строительство и дом","Ремонт и отделка","Проектирование"
"510","ru","Недвижимость, строительство и дом","Ремонт и отделка","Монтаж"
"511","ru","Недвижимость, строительство и дом","Ремонт и отделка","Ремонт"
"512","ru","Недвижимость, строительство и дом","Ремонт и отделка","Реконструкция"
"513","ru","Недвижимость, строительство и дом","Ремонт и отделка","Техническое обслуживание"
"514","ru","Недвижимость, строительство и дом","Ремонт и отделка","Аварийный выезд"
"515","ru","Недвижимость, строительство и дом","Ремонт и отделка","Работы под ключ"
"516","ru","Недвижимость, строительство и дом","Ремонт и отделка","Жилые объекты"
"517","ru","Недвижимость, строительство и дом","Ремонт и отделка","Коммерческие объекты"
"518","ru","Недвижимость, строительство и дом","Электрики","Монтаж электропроводки"
"519","ru","Недвижимость, строительство и дом","Электрики","Ремонт электропроводки"
"520","ru","Недвижимость, строительство и дом","Электрики","Электрощиты"
"521","ru","Недвижимость, строительство и дом","Электрики","Освещение"
"522","ru","Недвижимость, строительство и дом","Электрики","Аварийный электрик"
"523","ru","Недвижимость, строительство и дом","Электрики","Коммерческие объекты"
"524","ru","Недвижимость, строительство и дом","Электрики","Промышленные электромонтажные работы"
"525","ru","Недвижимость, строительство и дом","Электрики","Зарядные станции EV"
"526","ru","Недвижимость, строительство и дом","Электрики","Smart home"
"527","ru","Недвижимость, строительство и дом","Электрики","Консультация и оценка"
"528","ru","Недвижимость, строительство и дом","Сантехники","Устранение протечек"
"529","ru","Недвижимость, строительство и дом","Сантехники","Монтаж труб"
"530","ru","Недвижимость, строительство и дом","Сантехники","Ремонт канализации"
"531","ru","Недвижимость, строительство и дом","Сантехники","Прочистка канализации"
"532","ru","Недвижимость, строительство и дом","Сантехники","Установка сантехники"
"533","ru","Недвижимость, строительство и дом","Сантехники","Водонагреватели"
"534","ru","Недвижимость, строительство и дом","Сантехники","Аварийный сантехник"
"535","ru","Недвижимость, строительство и дом","Сантехники","Коммерческая сантехника"
"536","ru","Недвижимость, строительство и дом","Сантехники","Leak detection"
"537","ru","Недвижимость, строительство и дом","Сантехники","Консультация и оценка"
"538","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Монтаж кондиционеров"
"539","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Ремонт кондиционеров"
"540","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Монтаж отопления"
"541","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Ремонт отопления"
"542","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Вентиляция"
"543","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Тепловые насосы"
"544","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Обслуживание HVAC"
"545","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Коммерческие HVAC-системы"
"546","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Emergency HVAC"
"547","ru","Недвижимость, строительство и дом","HVAC: отопление, вентиляция и кондиционирование","Консультация и оценка"
"548","ru","Недвижимость, строительство и дом","Кровельные работы","Консультация и оценка"
"549","ru","Недвижимость, строительство и дом","Кровельные работы","Проектирование"
"550","ru","Недвижимость, строительство и дом","Кровельные работы","Монтаж"
"551","ru","Недвижимость, строительство и дом","Кровельные работы","Ремонт"
"552","ru","Недвижимость, строительство и дом","Кровельные работы","Реконструкция"
"553","ru","Недвижимость, строительство и дом","Кровельные работы","Техническое обслуживание"
"554","ru","Недвижимость, строительство и дом","Кровельные работы","Аварийный выезд"
"555","ru","Недвижимость, строительство и дом","Кровельные работы","Работы под ключ"
"556","ru","Недвижимость, строительство и дом","Кровельные работы","Жилые объекты"
"557","ru","Недвижимость, строительство и дом","Кровельные работы","Коммерческие объекты"
"558","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Консультация и оценка"
"559","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Проектирование"
"560","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Монтаж"
"561","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Ремонт"
"562","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Реконструкция"
"563","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Техническое обслуживание"
"564","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Аварийный выезд"
"565","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Работы под ключ"
"566","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Жилые объекты"
"567","ru","Недвижимость, строительство и дом","Окна, двери и стекло","Коммерческие объекты"
"568","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Консультация и оценка"
"569","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Проектирование"
"570","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Монтаж"
"571","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Ремонт"
"572","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Реконструкция"
"573","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Техническое обслуживание"
"574","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Аварийный выезд"
"575","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Работы под ключ"
"576","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Жилые объекты"
"577","ru","Недвижимость, строительство и дом","Столярные и плотницкие работы","Коммерческие объекты"
"578","ru","Недвижимость, строительство и дом","Уборка и клининг","Уборка домов"
"579","ru","Недвижимость, строительство и дом","Уборка и клининг","Уборка квартир"
"580","ru","Недвижимость, строительство и дом","Уборка и клининг","Коммерческий клининг"
"581","ru","Недвижимость, строительство и дом","Уборка и клининг","Уборка после ремонта"
"582","ru","Недвижимость, строительство и дом","Уборка и клининг","Уборка офисов"
"583","ru","Недвижимость, строительство и дом","Уборка и клининг","Мойка окон"
"584","ru","Недвижимость, строительство и дом","Уборка и клининг","Химчистка мебели"
"585","ru","Недвижимость, строительство и дом","Уборка и клининг","Carpet cleaning"
"586","ru","Недвижимость, строительство и дом","Уборка и клининг","Airbnb cleaning"
"587","ru","Недвижимость, строительство и дом","Уборка и клининг","Move-in / move-out cleaning"
"588","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Консультация и оценка"
"589","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Проектирование"
"590","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Монтаж"
"591","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Ремонт"
"592","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Реконструкция"
"593","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Техническое обслуживание"
"594","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Аварийный выезд"
"595","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Работы под ключ"
"596","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Жилые объекты"
"597","ru","Недвижимость, строительство и дом","Ландшафт и обслуживание территории","Коммерческие объекты"
"598","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Плановое техническое обслуживание"
"599","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Ремонт тормозной системы"
"600","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Ремонт подвески"
"601","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Ремонт рулевого управления"
"602","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Ремонт выхлопной системы"
"603","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Обслуживание кондиционеров"
"604","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Компьютерная диагностика"
"605","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Предпродажная проверка автомобиля"
"606","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Обслуживание коммерческого транспорта"
"607","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Мобильный механик"
"608","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","State / safety inspection"
"609","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Обслуживание европейских автомобилей"
"610","ru","Автомобили, транспорт и логистика","Автосервисы общего профиля","Обслуживание американских автомобилей"
"611","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Ремонт бензиновых двигателей"
"612","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Ремонт дизельных двигателей"
"613","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Капитальный ремонт двигателя"
"614","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Ремонт автоматических коробок передач"
"615","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Ремонт механических коробок передач"
"616","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Ремонт CVT"
"617","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Ремонт раздаточных коробок"
"618","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Ремонт дифференциалов"
"619","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Диагностика двигателя"
"620","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Диагностика трансмиссии"
"621","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Замена двигателя"
"622","ru","Автомобили, транспорт и логистика","Ремонт двигателей и трансмиссий","Замена трансмиссии"
"623","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Кузовной ремонт после ДТП"
"624","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Покраска автомобиля"
"625","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Ремонт бамперов"
"626","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Удаление вмятин без покраски"
"627","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Ремонт рамы и геометрии кузова"
"628","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Замена автомобильного стекла"
"629","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Ремонт после града"
"630","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Страховой ремонт"
"631","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Оценка ущерба"
"632","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Реставрация классических автомобилей"
"633","ru","Автомобили, транспорт и логистика","Кузовной ремонт и Collision Center","Кузовной ремонт грузовиков"
"634","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Диагностика"
"635","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Плановое обслуживание"
"636","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Ремонт"
"637","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Продажа"
"638","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Аренда"
"639","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Срочная помощь"
"640","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Корпоративное и fleet-обслуживание"
"641","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Легковой транспорт"
"642","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Коммерческий транспорт"
"643","ru","Автомобили, транспорт и логистика","Шины и шиномонтаж","Грузовой транспорт"
"644","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Диагностика"
"645","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Плановое обслуживание"
"646","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Ремонт"
"647","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Продажа"
"648","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Аренда"
"649","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Срочная помощь"
"650","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Корпоративное и fleet-обслуживание"
"651","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Легковой транспорт"
"652","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Коммерческий транспорт"
"653","ru","Автомобили, транспорт и логистика","Автоэлектрика и диагностика","Грузовой транспорт"
"654","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Диагностика"
"655","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Плановое обслуживание"
"656","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Ремонт"
"657","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Продажа"
"658","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Аренда"
"659","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Срочная помощь"
"660","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Корпоративное и fleet-обслуживание"
"661","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Легковой транспорт"
"662","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Коммерческий транспорт"
"663","ru","Автомобили, транспорт и логистика","Замена масла и экспресс-обслуживание","Грузовой транспорт"
"664","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Truck repair"
"665","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Diesel engine repair"
"666","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Ремонт тягачей"
"667","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Ремонт прицепов"
"668","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Mobile truck repair"
"669","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Roadside truck assistance"
"670","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Ремонт тормозов грузовиков"
"671","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Ремонт трансмиссий грузовиков"
"672","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","DOT inspection"
"673","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Fleet maintenance"
"674","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Ремонт рефрижераторов"
"675","ru","Автомобили, транспорт и логистика","Ремонт грузовиков и дизельной техники","Ремонт строительной техники"
"676","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Диагностика"
"677","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Плановое обслуживание"
"678","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Ремонт"
"679","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Продажа"
"680","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Аренда"
"681","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Срочная помощь"
"682","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Корпоративное и fleet-обслуживание"
"683","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Легковой транспорт"
"684","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Коммерческий транспорт"
"685","ru","Автомобили, транспорт и логистика","Ремонт электромобилей и гибридов","Грузовой транспорт"
"686","ru","Автомобили, транспорт и логистика","Автомойки и детейлинг","Диагностика"
"687","ru","Автомобили, транспорт и логистика","Автомойки и детейлинг","Плановое обслуживание"
"688","ru","Автомобили, транспорт и логистика","Автомойки и детейлинг","Ремонт"
